data;produto;categoria;regiao;estado;quantidade;receita;custo
13/10/2023;Headset;Acessórios;Sul;PR;2;8757.88;5587.96
28/12/2024;Teclado;Acessórios;Sudeste;SP;7;20681.1;10726.91
01/07/2023;Notebook;Tecnologia;Sudeste;RJ;8;8029.69;4872.35
24/05/2024;Smartphone;Tecnologia;Sul;PR;3;2201.41;1619.98
17/04/2023;Notebook;Tecnologia;Sul;PR;7;30972.27;20548.69
23/10/2024;Notebook;Tecnologia;Sul;PR;4;15621.53;10244.84
08/01/2023;Smartphone;Tecnologia;Sudeste;RJ;8;8545.14;5963.55
03/02/2023;Headset;Acessórios;Nordeste;BA;4;17670.41;10101.09
26/12/2024;Notebook;Tecnologia;Sul;RS;9;27187.38;19716.8
28/01/2023;Smartphone;Tecnologia;Sudeste;SP;1;622.25;323.3
02/05/2024;Notebook;Tecnologia;Sul;RS;3;13774.47;9113.34
27/02/2023;Smartphone;Tecnologia;Sudeste;RJ;4;16370.2;10011.68
14/12/2023;Mouse;Acessórios;Sudeste;RJ;7;29396.25;18053.0
02/02/2023;Notebook;Tecnologia;Sul;RS;3;7454.47;4164.69
15/11/2024;Monitor;Tecnologia;Sudeste;RJ;8;14336.97;10578.62
07/06/2023;Teclado;Acessórios;Centro-Oeste;DF;4;6975.95;4141.65
18/09/2023;Mouse;Acessórios;Centro-Oeste;DF;9;20536.8;15906.31
26/01/2023;Monitor;Tecnologia;Nordeste;BA;8;22726.86;14415.21
23/04/2023;Headset;Acessórios;Sul;RS;6;24418.06;14529.44
29/09/2024;Smartphone;Tecnologia;Sudeste;RJ;3;6401.86;4924.03
09/07/2024;Notebook;Tecnologia;Sudeste;RJ;8;22253.84;15120.01
10/01/2023;Monitor;Tecnologia;Centro-Oeste;DF;7;9303.08;7146.6
03/09/2024;Headset;Acessórios;Sudeste;SP;5;12407.28;8493.89
22/02/2023;Monitor;Tecnologia;Sudeste;RJ;6;26135.6;13990.21
02/09/2024;Monitor;Tecnologia;Sul;PR;7;33964.49;21238.96
25/01/2024;Monitor;Tecnologia;Sudeste;RJ;7;7356.67;5278.82
11/10/2023;Headset;Acessórios;Sudeste;RJ;2;2493.59;1906.55
06/10/2023;Notebook;Tecnologia;Sudeste;SP;7;7589.53;5358.65
22/02/2023;Smartphone;Tecnologia;Nordeste;BA;3;8619.89;6170.17
21/12/2023;Notebook;Tecnologia;Centro-Oeste;DF;2;2887.78;1772.25
22/04/2023;Headset;Acessórios;Sul;PR;3;4030.06;3052.58
15/10/2024;Teclado;Acessórios;Centro-Oeste;DF;4;18527.74;9879.45
11/02/2023;Monitor;Tecnologia;Sul;PR;9;23582.3;17603.98
17/06/2024;Mouse;Acessórios;Sul;RS;9;18990.83;12311.07
15/03/2023;Monitor;Tecnologia;Sul;RS;3;13377.6;8797.51
05/12/2024;Teclado;Acessórios;Sudeste;SP;5;5041.22;2652.46
01/05/2024;Notebook;Tecnologia;Sudeste;RJ;1;1579.43;856.99
20/06/2023;Teclado;Acessórios;Sul;RS;9;34456.69;19205.4
18/05/2024;Monitor;Tecnologia;Centro-Oeste;DF;9;22137.97;14902.73
19/03/2023;Notebook;Tecnologia;Sul;RS;1;4286.51;2749.31
30/08/2023;Smartphone;Tecnologia;Centro-Oeste;DF;3;1920.06;1385.88
28/01/2024;Smartphone;Tecnologia;Sudeste;RJ;2;3925.94;2771.31
28/09/2023;Mouse;Acessórios;Sudeste;SP;7;8764.66;6105.33
26/02/2024;Teclado;Acessórios;Nordeste;BA;1;4266.69;2490.82
05/09/2023;Headset;Acessórios;Sul;RS;3;10871.03;7107.44
16/08/2024;Monitor;Tecnologia;Sudeste;RJ;6;12730.2;6626.73
24/08/2024;Smartphone;Tecnologia;Nordeste;BA;9;16809.83;11698.78
21/04/2023;Headset;Acessórios;Sudeste;RJ;4;17681.68;12904.43
15/12/2023;Teclado;Acessórios;Sudeste;RJ;3;2297.77;1768.49
31/07/2024;Monitor;Tecnologia;Sudeste;SP;3;13747.13;9639.76
02/10/2023;Mouse;Acessórios;Sudeste;SP;7;8826.05;5445.04
08/12/2023;Teclado;Acessórios;Sudeste;RJ;6;9121.72;5605.15
23/12/2024;Headset;Acessórios;Sudeste;SP;3;7072.28;5238.48
06/02/2023;Notebook;Tecnologia;Sul;PR;4;2324.0;1455.83
26/07/2024;Notebook;Tecnologia;Sudeste;RJ;6;10561.01;7999.99
14/04/2024;Headset;Acessórios;Centro-Oeste;DF;3;14632.48;10942.34
12/10/2023;Notebook;Tecnologia;Nordeste;BA;3;12366.24;6249.92
21/08/2024;Monitor;Tecnologia;Sul;RS;7;23072.35;15406.69
01/10/2024;Teclado;Acessórios;Sudeste;RJ;7;20279.29;14003.39
15/07/2023;Monitor;Tecnologia;Sul;RS;4;4026.45;2863.23
05/12/2024;Teclado;Acessórios;Sudeste;RJ;4;3737.62;2140.04
19/10/2024;Mouse;Acessórios;Sul;RS;1;2609.46;1540.57
18/07/2023;Headset;Acessórios;Centro-Oeste;DF;5;9187.85;5420.61
13/02/2023;Monitor;Tecnologia;Sudeste;SP;9;6449.78;4971.94
04/12/2024;Notebook;Tecnologia;Sudeste;RJ;8;35581.42;21317.63
04/04/2024;Notebook;Tecnologia;Sudeste;SP;6;27092.17;15052.38
25/04/2023;Monitor;Tecnologia;Sudeste;RJ;7;20236.47;15206.61
28/10/2024;Teclado;Acessórios;Sudeste;RJ;3;5114.99;3768.46
12/10/2024;Mouse;Acessórios;Sul;PR;5;14232.53;7388.0
22/07/2023;Mouse;Acessórios;Sul;PR;4;5964.06;3855.84
06/06/2023;Mouse;Acessórios;Nordeste;BA;5;4611.79;3564.4
12/04/2024;Mouse;Acessórios;Centro-Oeste;DF;4;17633.93;9159.17
09/04/2024;Mouse;Acessórios;Sudeste;RJ;1;613.14;434.31
05/04/2024;Monitor;Tecnologia;Sul;PR;8;15410.08;9714.19
12/05/2024;Mouse;Acessórios;Sul;PR;9;18303.04;10056.56
05/11/2023;Headset;Acessórios;Sudeste;SP;6;19391.42;13368.29
28/12/2023;Mouse;Acessórios;Sudeste;RJ;4;16198.44;11207.4
02/07/2024;Notebook;Tecnologia;Sul;RS;7;19639.46;10433.81
21/11/2024;Smartphone;Tecnologia;Nordeste;BA;6;24242.26;19181.2
28/09/2024;Monitor;Tecnologia;Sudeste;SP;2;3444.12;2210.67
10/12/2024;Monitor;Tecnologia;Sudeste;SP;9;25003.78;17258.39
19/05/2024;Notebook;Tecnologia;Nordeste;BA;6;27069.96;13558.7
19/03/2024;Headset;Acessórios;Sul;PR;6;4232.52;2294.05
26/08/2023;Notebook;Tecnologia;Sudeste;SP;1;2527.09;1622.12
28/02/2024;Notebook;Tecnologia;Sul;PR;3;4147.32;2833.59
21/07/2024;Teclado;Acessórios;Centro-Oeste;DF;4;5725.87;3750.28
03/03/2023;Headset;Acessórios;Nordeste;BA;6;26061.67;13417.83
05/12/2023;Mouse;Acessórios;Sudeste;RJ;8;5321.97;2833.46
30/06/2023;Monitor;Tecnologia;Sudeste;RJ;7;28781.45;19330.04
24/07/2024;Headset;Acessórios;Sul;RS;6;28157.35;17432.34
31/01/2024;Notebook;Tecnologia;Sudeste;SP;5;8902.65;6636.59
21/02/2023;Teclado;Acessórios;Sudeste;SP;5;10267.52;6696.72
13/10/2024;Mouse;Acessórios;Sudeste;RJ;9;5701.56;4006.07
07/03/2024;Teclado;Acessórios;Sudeste;RJ;3;7583.06;5905.9
12/04/2024;Headset;Acessórios;Centro-Oeste;DF;1;2254.43;1620.84
15/05/2024;Notebook;Tecnologia;Sudeste;RJ;8;36674.0;26192.93
30/06/2023;Teclado;Acessórios;Sudeste;RJ;1;4207.06;3308.93
07/09/2024;Monitor;Tecnologia;Sudeste;RJ;5;2535.21;1751.63
22/04/2023;Notebook;Tecnologia;Centro-Oeste;DF;7;26103.52;19548.31
04/02/2023;Monitor;Tecnologia;Sudeste;RJ;1;3217.08;2271.18
15/02/2023;Teclado;Acessórios;Sudeste;SP;2;6987.63;5171.59
08/11/2024;Teclado;Acessórios;Sudeste;RJ;4;8642.95;4635.28
25/06/2024;Monitor;Tecnologia;Nordeste;BA;8;31042.41;16182.48
20/08/2023;Monitor;Tecnologia;Centro-Oeste;DF;3;6289.41;4921.58
24/01/2024;Monitor;Tecnologia;Sul;RS;9;30681.23;23514.45
27/04/2023;Monitor;Tecnologia;Centro-Oeste;DF;2;2249.84;1203.04
30/06/2024;Headset;Acessórios;Sul;RS;7;31021.51;22248.37
26/06/2023;Notebook;Tecnologia;Sudeste;RJ;5;22805.2;11857.18
10/05/2023;Mouse;Acessórios;Sul;PR;8;33520.45;23748.06
04/08/2024;Monitor;Tecnologia;Nordeste;BA;3;7559.52;3971.15
15/02/2023;Teclado;Acessórios;Centro-Oeste;DF;5;5267.57;3516.59
06/01/2023;Teclado;Acessórios;Sudeste;SP;9;34031.53;23675.31
05/01/2024;Teclado;Acessórios;Sudeste;SP;5;18081.09;11372.63
20/05/2023;Teclado;Acessórios;Sul;RS;3;2547.8;1688.58
20/11/2024;Monitor;Tecnologia;Sul;PR;6;24302.6;15406.05
08/08/2024;Notebook;Tecnologia;Sul;RS;2;4458.16;2831.09
27/01/2023;Notebook;Tecnologia;Sudeste;SP;9;21954.9;13077.66
16/05/2024;Notebook;Tecnologia;Nordeste;BA;9;5610.52;3466.7
10/10/2023;Teclado;Acessórios;Nordeste;BA;8;17483.9;9617.16
07/07/2023;Teclado;Acessórios;Sudeste;RJ;5;17029.16;8743.34
14/04/2023;Teclado;Acessórios;Nordeste;BA;1;2056.45;1123.52
29/06/2024;Smartphone;Tecnologia;Sudeste;SP;2;6732.12;4053.96
27/05/2023;Mouse;Acessórios;Sul;RS;1;955.67;720.71
10/09/2023;Mouse;Acessórios;Sudeste;SP;8;17125.37;9682.13
06/07/2023;Smartphone;Tecnologia;Sudeste;SP;6;15258.04;10779.54
16/03/2024;Headset;Acessórios;Centro-Oeste;DF;2;5370.31;2729.52
08/07/2024;Mouse;Acessórios;Sul;PR;3;14514.23;8930.06
16/10/2024;Monitor;Tecnologia;Centro-Oeste;DF;6;27992.21;17474.0
05/06/2023;Monitor;Tecnologia;Sul;RS;3;1815.25;1319.44
10/05/2024;Teclado;Acessórios;Sul;PR;5;9008.01;6936.39
03/10/2023;Teclado;Acessórios;Nordeste;BA;5;24008.17;14265.42
16/08/2024;Notebook;Tecnologia;Centro-Oeste;DF;7;17490.02;13965.04
30/03/2023;Notebook;Tecnologia;Centro-Oeste;DF;9;44352.53;26013.72
30/01/2023;Notebook;Tecnologia;Nordeste;BA;4;2556.88;2023.06
31/10/2024;Monitor;Tecnologia;Sul;RS;6;17618.01;9623.72
12/07/2023;Headset;Acessórios;Sudeste;RJ;1;2895.16;1593.79
30/09/2024;Teclado;Acessórios;Centro-Oeste;DF;5;21257.12;13437.32
21/02/2024;Smartphone;Tecnologia;Sul;RS;2;3334.01;1861.67
29/01/2023;Smartphone;Tecnologia;Sudeste;RJ;1;2783.51;1957.41
30/05/2024;Smartphone;Tecnologia;Sul;PR;5;24244.39;16178.59
26/07/2023;Teclado;Acessórios;Sudeste;RJ;3;3730.77;2517.88
02/05/2023;Teclado;Acessórios;Nordeste;BA;3;3532.04;2631.47
17/11/2023;Smartphone;Tecnologia;Sul;PR;4;9232.02;7368.58
08/02/2024;Headset;Acessórios;Sudeste;RJ;2;6610.65;4434.51
23/10/2023;Monitor;Tecnologia;Sudeste;RJ;3;4217.71;2608.83
03/05/2023;Notebook;Tecnologia;Sudeste;RJ;5;13199.79;8750.24
23/08/2024;Monitor;Tecnologia;Nordeste;BA;3;3287.03;2228.29
29/08/2024;Headset;Acessórios;Sul;RS;2;7499.29;4949.65
02/01/2024;Smartphone;Tecnologia;Centro-Oeste;DF;6;6527.61;4811.85
14/07/2023;Mouse;Acessórios;Nordeste;BA;5;20369.74;11870.06
26/02/2024;Headset;Acessórios;Centro-Oeste;DF;6;7017.49;4482.79
13/05/2023;Headset;Acessórios;Sudeste;RJ;4;17543.86;11870.51
15/11/2024;Headset;Acessórios;Sul;PR;4;7144.1;4007.61
14/10/2023;Smartphone;Tecnologia;Sul;PR;8;19884.05;13555.49
29/04/2023;Headset;Acessórios;Sudeste;RJ;9;19171.86;13759.93
30/07/2023;Teclado;Acessórios;Nordeste;BA;5;24566.64;15287.21
17/04/2024;Notebook;Tecnologia;Centro-Oeste;DF;3;9628.58;6522.61
14/11/2024;Mouse;Acessórios;Sul;RS;7;33615.49;18829.46
04/03/2023;Notebook;Tecnologia;Sudeste;SP;9;6908.6;3460.86
26/12/2023;Monitor;Tecnologia;Sul;RS;1;4311.36;3310.81
15/07/2023;Headset;Acessórios;Centro-Oeste;DF;3;5710.64;3293.98
28/11/2023;Notebook;Tecnologia;Sudeste;SP;5;13984.73;9621.18
09/03/2023;Notebook;Tecnologia;Centro-Oeste;DF;7;4102.16;2637.9
07/08/2023;Smartphone;Tecnologia;Sudeste;SP;6;22513.09;15933.86
16/12/2024;Notebook;Tecnologia;Sul;RS;5;10571.1;7836.69
14/07/2024;Notebook;Tecnologia;Nordeste;BA;8;30389.84;20013.94
20/10/2024;Monitor;Tecnologia;Sudeste;RJ;3;14970.58;10525.01
05/10/2024;Headset;Acessórios;Sul;PR;1;904.15;452.71
11/03/2024;Monitor;Tecnologia;Nordeste;BA;3;11461.24;8598.72
16/09/2023;Smartphone;Tecnologia;Sul;RS;1;810.63;406.69
15/07/2024;Monitor;Tecnologia;Sul;PR;8;31681.22;22099.62
09/09/2024;Notebook;Tecnologia;Sul;PR;1;4306.65;2946.1
10/08/2024;Mouse;Acessórios;Sul;RS;8;18367.61;13168.56
12/01/2023;Notebook;Tecnologia;Centro-Oeste;DF;4;9327.92;4848.68
06/10/2024;Notebook;Tecnologia;Sul;RS;3;8913.26;6146.82
26/05/2023;Headset;Acessórios;Sul;RS;2;1054.8;559.34
30/10/2023;Notebook;Tecnologia;Centro-Oeste;DF;6;11088.27;5799.82
24/05/2023;Smartphone;Tecnologia;Sudeste;RJ;7;30025.34;17194.6
30/04/2023;Monitor;Tecnologia;Sudeste;RJ;6;4356.1;2273.32
04/09/2023;Mouse;Acessórios;Sul;PR;8;14630.46;8335.2
04/07/2023;Smartphone;Tecnologia;Sul;PR;7;16141.14;9487.03
29/01/2023;Notebook;Tecnologia;Nordeste;BA;8;18583.7;14343.52
13/03/2024;Notebook;Tecnologia;Sudeste;RJ;7;18507.77;10508.87
29/01/2024;Headset;Acessórios;Nordeste;BA;9;13380.6;6825.45
17/07/2023;Notebook;Tecnologia;Sudeste;RJ;3;6330.49;4395.55
05/01/2024;Mouse;Acessórios;Nordeste;BA;6;8071.76;5778.87
10/07/2023;Monitor;Tecnologia;Sudeste;SP;4;13246.11;6908.28
08/11/2024;Smartphone;Tecnologia;Sudeste;SP;2;3177.39;2269.24
07/04/2023;Teclado;Acessórios;Nordeste;BA;4;7457.49;4377.48
21/02/2024;Mouse;Acessórios;Sudeste;SP;4;4571.77;3349.29
16/02/2023;Mouse;Acessórios;Nordeste;BA;2;4613.01;2526.03
25/04/2023;Mouse;Acessórios;Sul;PR;2;2204.46;1518.58
15/11/2024;Monitor;Tecnologia;Nordeste;BA;9;34820.13;20727.59
15/09/2023;Notebook;Tecnologia;Sul;RS;1;2800.08;1439.4
09/10/2023;Smartphone;Tecnologia;Sudeste;RJ;6;22088.37;11459.6
19/08/2024;Notebook;Tecnologia;Nordeste;BA;2;5202.71;3132.61
22/02/2024;Monitor;Tecnologia;Sudeste;SP;9;7849.98;6117.22
24/02/2024;Notebook;Tecnologia;Sul;PR;9;19089.47;11093.24
05/04/2023;Notebook;Tecnologia;Sul;RS;2;3820.13;2814.21
28/07/2023;Smartphone;Tecnologia;Sul;PR;3;7356.54;5686.48
09/01/2024;Monitor;Tecnologia;Sudeste;RJ;8;38706.82;20390.25
04/04/2024;Teclado;Acessórios;Centro-Oeste;DF;7;19055.14;11743.58
29/06/2024;Teclado;Acessórios;Sudeste;RJ;9;33006.21;16546.31
03/12/2023;Smartphone;Tecnologia;Centro-Oeste;DF;7;11508.29;8776.84
12/12/2024;Teclado;Acessórios;Sul;RS;5;24236.07;17651.4
20/11/2023;Monitor;Tecnologia;Nordeste;BA;1;3542.49;2774.46
24/01/2023;Headset;Acessórios;Sul;RS;9;8767.28;6439.98
26/01/2023;Mouse;Acessórios;Sul;RS;5;3584.19;2179.24
29/07/2023;Headset;Acessórios;Sudeste;RJ;7;19262.64;12131.97
30/03/2023;Mouse;Acessórios;Sudeste;SP;2;6709.82;4906.45
01/06/2024;Notebook;Tecnologia;Sul;PR;9;6620.38;4834.67
06/09/2024;Smartphone;Tecnologia;Nordeste;BA;2;5968.62;3728.83
24/07/2023;Notebook;Tecnologia;Nordeste;BA;2;2907.95;2027.44
12/04/2023;Monitor;Tecnologia;Sul;RS;6;26764.23;15114.36
15/03/2023;Notebook;Tecnologia;Sudeste;SP;7;22644.19;13328.15
21/08/2024;Mouse;Acessórios;Centro-Oeste;DF;8;37509.06;20169.27
22/02/2024;Teclado;Acessórios;Nordeste;BA;3;5760.97;3994.94
19/07/2023;Notebook;Tecnologia;Sudeste;SP;5;17849.36;11431.56
04/07/2023;Mouse;Acessórios;Sudeste;SP;1;4505.97;2641.5
03/01/2024;Teclado;Acessórios;Sul;RS;3;10502.7;7845.44
07/11/2024;Notebook;Tecnologia;Sul;PR;6;16928.27;9823.1
03/02/2024;Teclado;Acessórios;Sul;PR;5;17981.0;10295.32
05/08/2023;Headset;Acessórios;Centro-Oeste;DF;6;12108.33;6124.37
12/11/2023;Notebook;Tecnologia;Nordeste;BA;4;19079.23;9719.46
12/03/2023;Mouse;Acessórios;Sudeste;RJ;3;6957.91;4587.22
07/03/2024;Smartphone;Tecnologia;Sudeste;RJ;6;10200.23;7318.23
14/06/2023;Headset;Acessórios;Sudeste;RJ;9;43521.72;28537.61
25/12/2024;Headset;Acessórios;Centro-Oeste;DF;6;23582.34;15009.59
05/11/2023;Notebook;Tecnologia;Sudeste;RJ;1;2845.83;2256.19
08/04/2023;Teclado;Acessórios;Nordeste;BA;6;3457.59;2527.66
20/02/2023;Mouse;Acessórios;Sudeste;RJ;9;9368.39;5430.62
17/07/2024;Smartphone;Tecnologia;Sul;PR;5;10190.58;7354.63
08/04/2024;Monitor;Tecnologia;Nordeste;BA;7;14465.01;8845.67
01/10/2024;Teclado;Acessórios;Sudeste;RJ;5;17045.32;13504.3
14/03/2023;Mouse;Acessórios;Nordeste;BA;3;1818.53;1399.48
22/02/2024;Mouse;Acessórios;Sul;RS;1;3227.66;1895.74
11/10/2023;Smartphone;Tecnologia;Nordeste;BA;6;7112.85;5475.73
30/01/2024;Mouse;Acessórios;Sudeste;SP;9;42463.83;28917.34
22/02/2024;Smartphone;Tecnologia;Centro-Oeste;DF;7;24656.73;16634.98
11/12/2024;Smartphone;Tecnologia;Sul;PR;8;37938.08;27905.61
17/08/2024;Monitor;Tecnologia;Sul;RS;4;11800.68;9308.74
13/07/2023;Headset;Acessórios;Sudeste;SP;6;12873.38;7307.12
16/02/2023;Notebook;Tecnologia;Nordeste;BA;7;7935.29;5449.36
27/10/2023;Smartphone;Tecnologia;Sudeste;RJ;3;3484.0;2589.78
02/03/2024;Notebook;Tecnologia;Sudeste;RJ;8;36631.15;20116.52
29/06/2023;Monitor;Tecnologia;Centro-Oeste;DF;1;2053.36;1591.86
27/09/2023;Headset;Acessórios;Sudeste;RJ;8;30099.32;19915.03
19/04/2024;Notebook;Tecnologia;Sudeste;SP;9;32444.99;22939.55
16/04/2024;Teclado;Acessórios;Sudeste;RJ;2;1070.57;737.92
07/08/2023;Headset;Acessórios;Sul;PR;8;8833.89;6955.63
27/11/2023;Notebook;Tecnologia;Sul;RS;2;3177.04;2065.65
05/02/2024;Headset;Acessórios;Sudeste;SP;5;24151.98;16574.84
07/01/2023;Monitor;Tecnologia;Centro-Oeste;DF;6;23543.07;15633.96
10/09/2023;Teclado;Acessórios;Sul;RS;3;3737.62;2368.39
23/04/2023;Mouse;Acessórios;Sudeste;SP;1;1116.5;891.52
10/07/2024;Smartphone;Tecnologia;Sudeste;RJ;2;8684.06;4972.44
16/06/2023;Smartphone;Tecnologia;Nordeste;BA;6;5940.12;4104.39
10/11/2024;Smartphone;Tecnologia;Sul;RS;8;29622.02;23530.05
12/06/2024;Mouse;Acessórios;Sul;RS;9;13374.26;8528.62
07/02/2023;Notebook;Tecnologia;Nordeste;BA;2;6342.05;3310.07
23/03/2024;Monitor;Tecnologia;Centro-Oeste;DF;6;3351.8;1690.17
08/12/2024;Headset;Acessórios;Sul;RS;3;11383.66;6904.33
30/09/2024;Mouse;Acessórios;Sul;RS;1;4820.61;3164.43
24/08/2023;Monitor;Tecnologia;Sul;RS;2;9703.47;5995.18
04/04/2024;Monitor;Tecnologia;Nordeste;BA;8;31831.21;18875.9
11/08/2023;Smartphone;Tecnologia;Sudeste;RJ;1;2562.06;1881.59
15/08/2023;Monitor;Tecnologia;Sul;RS;4;12171.54;8903.33
13/02/2024;Teclado;Acessórios;Centro-Oeste;DF;6;19282.74;14474.05
14/06/2024;Smartphone;Tecnologia;Nordeste;BA;4;8426.53;6554.64
04/01/2024;Notebook;Tecnologia;Sul;PR;5;7496.71;4471.79
11/02/2023;Notebook;Tecnologia;Sul;PR;2;5632.15;4181.78
12/03/2023;Notebook;Tecnologia;Sudeste;RJ;6;14574.95;7415.02
02/03/2024;Notebook;Tecnologia;Sudeste;RJ;3;13577.68;6790.64
04/10/2023;Monitor;Tecnologia;Sul;RS;4;7199.93;4459.28
17/07/2024;Monitor;Tecnologia;Sul;RS;2;9939.3;5103.56
30/11/2024;Smartphone;Tecnologia;Sudeste;SP;7;15209.31;9395.36
11/10/2023;Monitor;Tecnologia;Sudeste;RJ;5;3233.9;1672.93
20/01/2023;Mouse;Acessórios;Sul;RS;7;21679.36;13162.33
17/09/2024;Smartphone;Tecnologia;Sul;RS;2;9931.98;6117.08
09/04/2023;Mouse;Acessórios;Nordeste;BA;5;10568.02;7365.79
22/01/2023;Headset;Acessórios;Centro-Oeste;DF;2;9120.13;6960.54
17/02/2023;Mouse;Acessórios;Centro-Oeste;DF;4;3832.47;2497.95
05/05/2024;Notebook;Tecnologia;Sudeste;RJ;9;6076.66;3103.99
05/11/2024;Monitor;Tecnologia;Sul;PR;1;1166.8;821.27
25/07/2024;Smartphone;Tecnologia;Sul;PR;9;42993.6;28998.61
22/09/2024;Notebook;Tecnologia;Sudeste;SP;8;24883.2;16298.73
08/09/2023;Monitor;Tecnologia;Sudeste;RJ;3;5313.7;3219.65
14/10/2023;Teclado;Acessórios;Sul;RS;7;33313.38;25576.93
30/04/2023;Notebook;Tecnologia;Nordeste;BA;5;19669.94;14692.43
25/03/2024;Teclado;Acessórios;Sul;PR;4;10955.72;6150.58
19/07/2023;Smartphone;Tecnologia;Centro-Oeste;DF;8;10700.89;6414.86
25/09/2023;Headset;Acessórios;Sudeste;RJ;7;4533.5;3131.8
19/06/2023;Teclado;Acessórios;Sul;PR;4;7314.35;5587.06
29/04/2024;Notebook;Tecnologia;Sudeste;RJ;1;2342.35;1740.99
24/01/2023;Notebook;Tecnologia;Sudeste;RJ;8;5715.09;4103.57
07/01/2024;Smartphone;Tecnologia;Nordeste;BA;8;16693.69;12477.47
21/10/2024;Notebook;Tecnologia;Sul;RS;2;8882.95;5878.1
14/04/2024;Smartphone;Tecnologia;Sudeste;RJ;8;14441.05;11253.95
11/05/2024;Notebook;Tecnologia;Centro-Oeste;DF;5;19724.8;9862.47
21/08/2023;Monitor;Tecnologia;Sul;PR;9;6983.9;4250.77
17/08/2023;Monitor;Tecnologia;Centro-Oeste;DF;9;43909.67;24933.56
13/02/2023;Smartphone;Tecnologia;Sudeste;RJ;6;3272.45;2065.71
12/08/2023;Teclado;Acessórios;Centro-Oeste;DF;3;2200.66;1226.51
18/11/2024;Headset;Acessórios;Nordeste;BA;6;22756.57;15751.88
16/10/2023;Teclado;Acessórios;Sul;PR;9;38861.23;24357.78
09/06/2024;Mouse;Acessórios;Sudeste;SP;2;9064.37;6756.65
04/09/2023;Notebook;Tecnologia;Sudeste;RJ;3;3951.79;2415.66
05/12/2024;Teclado;Acessórios;Sudeste;RJ;6;13955.28;7900.73
04/05/2024;Teclado;Acessórios;Centro-Oeste;DF;6;13616.27;9220.82
05/09/2023;Teclado;Acessórios;Sul;RS;1;2213.1;1381.73
03/07/2023;Teclado;Acessórios;Nordeste;BA;2;8025.69;5418.4
01/11/2024;Smartphone;Tecnologia;Centro-Oeste;DF;6;10163.81;6916.13
06/08/2023;Smartphone;Tecnologia;Sul;PR;4;13378.87;7210.98
22/12/2024;Monitor;Tecnologia;Centro-Oeste;DF;5;4806.61;3144.27
01/09/2023;Teclado;Acessórios;Sul;PR;9;11469.61;9080.79
27/10/2023;Monitor;Tecnologia;Sudeste;SP;8;9724.9;5388.17
20/05/2024;Notebook;Tecnologia;Sul;PR;7;18044.06;14007.57
02/10/2023;Notebook;Tecnologia;Sul;RS;7;7441.45;5619.34
26/09/2023;Smartphone;Tecnologia;Sudeste;SP;9;15599.9;11577.02
26/10/2024;Notebook;Tecnologia;Sudeste;SP;9;18486.35;11104.44
21/04/2024;Mouse;Acessórios;Nordeste;BA;4;4831.87;2588.25
22/04/2024;Teclado;Acessórios;Nordeste;BA;1;3771.76;2521.88
27/12/2023;Headset;Acessórios;Centro-Oeste;DF;7;20803.26;12348.71
29/10/2023;Smartphone;Tecnologia;Nordeste;BA;4;16151.7;11634.61
24/11/2023;Notebook;Tecnologia;Sul;RS;2;1144.56;840.85
19/03/2024;Headset;Acessórios;Sul;PR;3;1654.14;1176.28
23/03/2023;Headset;Acessórios;Sudeste;RJ;2;4938.95;2817.63
16/10/2023;Teclado;Acessórios;Nordeste;BA;3;11033.61;7285.35
04/04/2023;Notebook;Tecnologia;Sul;PR;8;5860.07;3817.48
10/06/2024;Headset;Acessórios;Centro-Oeste;DF;6;6199.29;4887.86
10/06/2023;Smartphone;Tecnologia;Sul;RS;3;14358.31;8155.78
22/08/2024;Monitor;Tecnologia;Nordeste;BA;9;10869.56;6444.96
23/01/2024;Notebook;Tecnologia;Sul;PR;7;13471.31;10035.1
27/08/2023;Headset;Acessórios;Sudeste;SP;9;36765.6;21145.38
17/01/2023;Teclado;Acessórios;Sul;RS;8;37670.7;28449.06
06/08/2023;Smartphone;Tecnologia;Sudeste;RJ;7;32041.74;16137.73
12/04/2023;Teclado;Acessórios;Centro-Oeste;DF;8;5866.09;3898.94
25/09/2023;Headset;Acessórios;Sul;RS;5;9402.47;5696.84
10/11/2023;Teclado;Acessórios;Nordeste;BA;1;4707.47;2961.76
27/06/2024;Notebook;Tecnologia;Centro-Oeste;DF;5;4037.95;2968.41
07/11/2023;Monitor;Tecnologia;Centro-Oeste;DF;2;4894.9;3454.01
09/09/2024;Monitor;Tecnologia;Nordeste;BA;5;4122.5;2315.28
02/07/2023;Teclado;Acessórios;Sudeste;RJ;7;33250.13;23026.39
15/09/2023;Notebook;Tecnologia;Sudeste;SP;6;22804.14;12196.96
30/05/2023;Headset;Acessórios;Sudeste;RJ;7;16677.52;12095.9
05/04/2024;Mouse;Acessórios;Centro-Oeste;DF;8;39653.02;23695.7
18/09/2024;Notebook;Tecnologia;Nordeste;BA;9;44204.93;22997.65
13/07/2024;Monitor;Tecnologia;Centro-Oeste;DF;1;964.05;640.45
04/05/2024;Monitor;Tecnologia;Nordeste;BA;9;34384.34;24459.86
27/08/2023;Smartphone;Tecnologia;Sul;RS;9;12779.84;8382.44
13/04/2023;Headset;Acessórios;Nordeste;BA;7;11824.7;6640.75
01/06/2023;Monitor;Tecnologia;Sul;PR;9;34476.54;23761.58
